levy,manufacturer,model,prod,category,leather,fuel,engine,mileage,cylinders,gear,drive,doors,wheel,color,airbags,price,turbo
749.0,HYUNDAI,Tucson,2014,Jeep,1,Petrol,2.4,0,4,Automatic,Front,4,left,Silver,0,6429,0
638.0,KIA,Optima,2014,Sedan,1,Petrol,2.0,54112,4,Automatic,Front,4,left,White,4,11259,0
1202.0,HYUNDAI,Santa FE,2017,Sedan,1,Petrol,2.4,77766,4,Automatic,Front,4,left,Grey,12,6586,0
1077.0,HYUNDAI,Santa FE,2019,Jeep,1,Diesel,2.0,43598,4,Automatic,Front,4,left,Grey,4,73714,0
891.0,HYUNDAI,Elantra,2016,Sedan,0,Petrol,2.0,71191,4,Automatic,Front,4,left,White,7,18817,0
1277.0,HYUNDAI,Santa FE,2018,Sedan,1,Petrol,2.4,44240,4,Automatic,4x4,4,left,White,12,11290,0
,TOYOTA,Prius,2012,Hatchback,0,Plug-in Hybrid,1.8,135200,4,Variator,Front,4,left,Silver,9,25716,0
891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,2.0,80700,4,Automatic,Front,4,left,Black,4,35071,0
640.0,HYUNDAI,Sonata,2013,Sedan,1,LPG,2.0,53000,4,Automatic,Front,4,left,Silver,4,7683,0
,MERCEDES-BENZ,E 320,2000,Sedan,1,Petrol,3.2,164400,6,Tiptronic,Rear,4,left,Black,8,9722,0
1481.0,MERCEDES-BENZ,GLE 350,2017,Jeep,1,Petrol,3.0,51824,6,Automatic,4x4,4,left,White,12,37947,0
,MITSUBISHI,Outlander,2011,Jeep,0,Petrol,2.0,208000,4,Tiptronic,4x4,4,left,White,4,20385,0
,TOYOTA,Camry XLE,2010,Sedan,1,Hybrid,2.4,204800,4,Automatic,Front,4,left,Sky blue,6,13900,0
1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,2.5,100900,4,Automatic,Front,4,left,Silver,4,38016,0
749.0,CHEVROLET,Captiva,2014,Jeep,1,Petrol,2.4,195987,4,Automatic,Front,4,left,Blue,12,251,0
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,179381,4,Automatic,Front,4,left,Black,12,11133,0
,MAZDA,Demio 12,2004,Sedan,0,Petrol,1.3,134499,4,Automatic,Front,4,left,Black,4,6586,0
730.0,HYUNDAI,Tucson TURBO,2016,Jeep,1,Petrol,1.6,96000,4,Tiptronic,4x4,4,left,Blue,12,51746,1
639.0,VOLKSWAGEN,Passat,2014,Sedan,1,Diesel,2.0,77349,4,Automatic,Front,4,left,White,12,5018,0
779.0,FORD,Fusion,2013,Sedan,0,Petrol,2.5,160000,4,Variator,Front,4,left,Carnelian red,16,15053,0
919.0,BMW,535 comfort-sport,2012,Sedan,1,Petrol,3.0,160000,6,Tiptronic,4x4,4,left,Black,12,24148,1
562.0,FIAT,500 46 ml,2015,Coupe,1,Petrol,1.4,75200,4,Tiptronic,Front,2,left,White,8,11917,0
,TOYOTA,Prius C,2012,Hatchback,0,Hybrid,1.5,152000,4,Automatic,Front,4,left,White,8,17876,0
502.0,TOYOTA,Aqua,2013,Hatchback,1,Petrol,1.5,73938,4,Automatic,Front,4,left,Red,4,27375,0
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,585977,4,Automatic,Front,4,left,Orange,4,8154,0
353.0,TOYOTA,Prius,2015,Hatchback,1,Hybrid,1.8,171306,4,Automatic,Front,4,left,Silver,12,784,0
1525.0,MERCEDES-BENZ,C 180,1998,Sedan,1,Petrol,1.8,0,4,Automatic,Rear,4,left,Black,3,7840,0
,TOYOTA,Wish,2005,Minivan,0,Petrol,2.0,98000,4,Automatic,Front,4,right,White,4,3500,0
382.0,CHEVROLET,Volt,2017,Hatchback,1,Hybrid,1.5,125358,4,Automatic,Front,4,left,Grey,0,188,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.0,273186,6,Automatic,Rear,4,left,White,12,7997,0
,TOYOTA,Prius,2008,Sedan,0,Hybrid,1.5,2700,4,Variator,Front,4,left,Brown,6,12544,0
1058.0,MERCEDES-BENZ,E 350,2012,Coupe,1,Petrol,3.5,185642,6,Automatic,Rear,2,left,Silver,12,5331,0
585.0,HYUNDAI,Elantra,2013,Sedan,0,Petrol,1.8,126000,4,Tiptronic,Front,4,left,Grey,10,8467,0
784.0,HONDA,FIT,2017,Hatchback,1,Petrol,1.5,42642,4,Automatic,Front,4,left,Silver,4,23659,0
919.0,MERCEDES-BENZ,C 300,2012,Sedan,1,Petrol,3.0,116722,6,Automatic,4x4,4,left,Silver,12,470,0
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,458966,4,Automatic,Front,4,left,Orange,4,19914,0
585.0,TOYOTA,Prius,2013,Hatchback,1,Hybrid,1.8,0,4,Automatic,Front,4,left,Red,0,188,0
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,159381,4,Automatic,Front,4,left,White,4,19416,0
640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2.0,97035,4,Automatic,Front,4,left,Black,4,35309,0
,VAZ,2121 (Niva),1983,Jeep,0,Petrol,1.6,1000,4,Manual,4x4,4,left,Blue,0,1700,0
,NISSAN,Tiida,2006,Hatchback,1,Petrol,1.5,129000,4,Automatic,Front,4,right,Yellow,4,8467,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,6.2,274771,8,Automatic,Rear,4,left,White,12,314,0
917.0,AUDI,A7,2013,Hatchback,1,Petrol,3.0,301707,6,Automatic,4x4,4,left,Grey,0,6429,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.5,132630,6,Automatic,Rear,4,left,Silver,12,1725,0
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,154154,4,Automatic,Front,4,left,Black,4,32910,0
,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,137600,4,Automatic,Front,4,left,Blue,6,65,0
687.0,CHEVROLET,Lacetti,2010,Sedan,1,Petrol,1.6,133608,4,Automatic,Front,4,left,White,4,11992,0
,TOYOTA,Vitz RS,2005,Hatchback,0,LPG,1.5,191558,4,Variator,Front,4,right,Grey,2,7840,0
490.0,OPEL,Combo,2011,Goods wagon,0,Diesel,1.3,95000,4,Manual,Front,4,left,White,4,9408,1
,BMW,X5,2008,Jeep,1,Petrol,4.8,230000,12,Tiptronic,4x4,4,left,Black,12,30734,0
271.0,TOYOTA,Prius C,2014,Hatchback,0,Hybrid,1.5,107000,4,Automatic,Front,4,left,White,12,13956,0
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,2.5,168131,4,Automatic,Front,4,left,White,4,34692,0
1058.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,3.5,318285,6,Automatic,4x4,4,left,Black,12,627,0
,MERCEDES-BENZ,S 500,2003,Sedan,1,CNG,5.0,205000,8,Tiptronic,Rear,4,left,Grey,12,10976,0
474.0,FIAT,500 Lounge,2013,Coupe,1,Petrol,1.4,81064,4,Tiptronic,Front,2,left,Green,12,16308,0
779.0,VOLKSWAGEN,Passat,2013,Sedan,1,Petrol,2.5,145600,5,Tiptronic,Front,4,left,White,0,10976,0
1624.0,MERCEDES-BENZ,ML 350,2009,Jeep,1,Diesel,3.5,274088,6,Automatic,4x4,4,left,Black,12,6272,0
697.0,TOYOTA,Corolla IM,2015,Hatchback,0,Petrol,1.8,78000,4,Manual,Front,4,left,Silver,8,20385,0
530.0,NISSAN,Versa,2013,Sedan,1,Petrol,1.6,125928,4,Automatic,Front,4,left,Silver,12,784,0
259.0,CHEVROLET,Volt,2014,Hatchback,1,Hybrid,1.4,138491,4,Automatic,Front,4,left,Black,0,3763,0
707.0,CHEVROLET,Cruze,2011,Sedan,1,Diesel,2.0,202420,4,Automatic,Front,4,left,White,4,10986,0
1342.0,TOYOTA,Tacoma,2017,Jeep,1,Petrol,2.7,94262,4,Automatic,Rear,4,left,White,12,49237,0
,VOLVO,XC90,2010,Jeep,1,Petrol,3.2,102000,6,Tiptronic,Front,4,left,White,10,21012,0
,HYUNDAI,Sonata,2012,Sedan,0,Petrol,2.4,1000,4,Automatic,Front,4,left,Silver,6,80,0
,TOYOTA,Land Cruiser Prado,2019,Jeep,0,Diesel,3.0,32000,6,Automatic,4x4,4,left,Grey,12,250,1
,BMW,530,2007,Sedan,0,Petrol,3.0,212000,6,Tiptronic,Rear,4,left,Beige,6,17249,0
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,169024,4,Automatic,Front,4,left,White,4,14426,0
751.0,JEEP,Compass,2013,Jeep,1,Petrol,2.4,101709,4,Automatic,Front,4,left,Grey,4,27422,0
,HONDA,FIT,2004,Hatchback,0,Petrol,1.3,229000,4,Variator,Front,4,right,Blue,2,8154,0
1664.0,TOYOTA,Tundra,2013,Coupe,1,Petrol,5.7,234683,8,Automatic,Rear,4,left,White,12,125,0
,TOYOTA,Prius,2010,Hatchback,0,Hybrid,1.8,19000,4,Automatic,Front,4,left,Grey,6,17562,0
781.0,VOLKSWAGEN,Jetta,2012,Sedan,1,Diesel,2.5,162987,5,Automatic,Front,4,left,Grey,12,392,0
1820.0,TOYOTA,Tacoma,2019,Sedan,1,Petrol,3.5,18555,6,Automatic,4x4,4,left,Black,12,26971,0
1076.0,HYUNDAI,Santa FE,2020,Jeep,1,Diesel,2.0,120,4,Automatic,Front,4,left,White,4,88438,0
,TOYOTA,Corolla,2009,Sedan,0,LPG,1.8,127000,4,Automatic,Front,4,left,White,8,18817,0
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,120000,4,Automatic,Front,4,left,Grey,4,15612,0
,OPEL,Agila,2008,Hatchback,0,LPG,1.2,236000,4,Manual,Front,4,left,White,4,9408,0
640.0,FORD,Fusion,2013,Sedan,1,Hybrid,2.0,174619,4,Automatic,Front,4,left,Grey,0,282,0
2224.0,TOYOTA,Tundra,2017,Sedan,1,Petrol,4.6,190875,8,Automatic,4x4,4,left,White,12,6429,0
345.0,TOYOTA,Aqua,2016,Universal,1,Hybrid,1.5,10409,4,Automatic,Front,4,left,Black,4,40346,0
707.0,SSANGYONG,Korando,2011,Jeep,1,Diesel,2.0,115102,4,Automatic,Front,4,left,White,4,22843,0
,BMW,X3,2005,Jeep,1,Petrol,3.0,155903,6,Tiptronic,4x4,4,left,Black,10,16935,0
,HONDA,Cr-v,1997,Jeep,0,Petrol,2.0,1972,1,Automatic,4x4,4,left,Golden,0,5331,0
1024.0,HYUNDAI,H1,2010,Minivan,1,Diesel,2.5,134990,4,Automatic,Front,4,left,Yellow,4,12522,0
1172.0,HONDA,Odyssey,2011,Minivan,1,Petrol,3.5,86000,6,Tiptronic,Front,4,left,Grey,8,23207,0
420.0,HYUNDAI,Ioniq,2019,Hatchback,1,Hybrid,1.6,29450,4,Automatic,Front,4,left,Grey,12,3763,0
,TOYOTA,Prius,2011,Sedan,0,Hybrid,1.8,256000,4,Automatic,Front,4,left,White,0,45,0
,BMW,525 525,2001,Sedan,1,LPG,2.5,140000,6,Automatic,Rear,4,left,Silver,8,11290,1
,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,291200,4,Automatic,Front,4,left,Black,6,13485,0
,HONDA,FIT,2012,Sedan,0,Hybrid,1.3,147000,4,Automatic,Front,4,right,Silver,6,12858,0
,CHEVROLET,Trailblazer,2004,Jeep,1,Petrol,3.7,3422,6,Automatic,4x4,4,left,Black,8,300,0
,KIA,Optima Hybrid,2017,Sedan,0,Petrol,2.4,17000,6,Tiptronic,Front,4,left,White,12,39201,0
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2.0,133554,4,Automatic,Front,4,left,Grey,4,46236,0
1055.0,MERCEDES-BENZ,E 350,2013,Coupe,1,Petrol,3.5,0,6,Automatic,Rear,2,left,Silver,12,392,0
753.0,HYUNDAI,Sonata,2012,Sedan,1,Petrol,2.4,82000,4,Tiptronic,Front,4,left,Black,14,13485,0
1273.0,TOYOTA,Highlander,2015,Jeep,1,Petrol,3.5,91899,6,Automatic,4x4,4,left,Black,12,11133,0
1091.0,TOYOTA,Camry,2016,Sedan,0,Petrol,2.5,123000,4,Automatic,Front,4,left,Black,12,23521,0
,JEEP,Grand Cherokee,2003,Jeep,1,Petrol,4.0,161600,6,Automatic,4x4,4,left,Black,4,10976,0
,BMW,330,2003,Sedan,0,Petrol,3.0,0,6,Manual,Rear,4,left,Grey,8,11917,0
1111.0,MAZDA,CX-9,2013,Sedan,1,Petrol,3.7,55858,6,Automatic,4x4,4,left,Grey,12,392,0
446.0,HONDA,FIT,2014,Hatchback,1,Petrol,1.3,27083,4,Automatic,Front,4,left,Black,4,28078,0
501.0,HONDA,FIT,2014,Hatchback,0,Petrol,1.5,80000,4,Manual,Front,4,left,Grey,4,11447,0
424.0,CHEVROLET,Spark,2015,Sedan,1,Petrol,1.0,39232,4,Automatic,Front,4,left,White,4,9722,0
,TOYOTA,Prius C,2014,Hatchback,0,Hybrid,1.5,58100,4,Variator,Front,4,left,Silver,0,18189,0
,MERCEDES-BENZ,G 320,1994,Jeep,1,Petrol,3.2,200000,6,Automatic,4x4,4,left,Black,0,43905,0
,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,156000,4,Variator,Front,4,left,Black,4,13172,0
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,255784,4,Automatic,Front,4,left,Silver,4,10036,0
333.0,SUBARU,Crosstrek,2014,Hatchback,1,Hybrid,2.0,50342,4,Automatic,Front,4,left,Silver,8,26814,0
1705.0,SSANGYONG,REXTON,2007,Jeep,1,Diesel,2.7,76121,4,Automatic,Front,4,left,Silver,4,5645,0
781.0,VOLKSWAGEN,Jetta,2012,Sedan,1,Petrol,2.5,78000,4,Automatic,Front,4,left,Black,8,12231,0
971.0,TOYOTA,Vitz,2011,Hatchback,0,Petrol,1.0,179000,3,Variator,Front,4,right,Black,2,9000,0
,JAGUAR,XF,2008,Sedan,1,Petrol,4.2,113600,8,Tiptronic,Rear,4,left,Sky blue,8,26030,0
,MERCEDES-BENZ,CLS 63 AMG,2012,Sedan,1,Petrol,5.5,124000,8,Tiptronic,4x4,4,left,Black,12,94083,1
707.0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2.0,155127,4,Automatic,Front,4,left,Grey,4,15132,0
,TOYOTA,Land Cruiser Prado,2000,Jeep,0,LPG,3.4,150000,6,Automatic,4x4,4,right,Sky blue,2,24148,0
843.0,HONDA,FIT,2008,Sedan,0,Petrol,1.5,156000,4,Automatic,Front,4,left,White,3,10976,0
862.0,FORD,Escape,2011,Jeep,1,Hybrid,2.5,168966,4,Automatic,4x4,4,left,White,0,3607,0
,MERCEDES-BENZ,R 350 BLUETEC,2011,Minivan,1,Diesel,3.0,125000,6,Tiptronic,4x4,4,left,Blue,12,41710,1
777.0,TOYOTA,Camry,2014,Sedan,1,Petrol,2.5,55811,4,Automatic,Front,4,left,Black,12,6272,0
,TOYOTA,Prius,2011,Sedan,0,Hybrid,1.8,15000,4,Automatic,Front,4,left,Red,12,17876,0
,TOYOTA,Prius,2006,Sedan,0,Hybrid,1.5,3200,4,Automatic,Front,4,left,Silver,4,11917,0
363.0,KIA,Picanto,2013,Sedan,1,Petrol,1.0,31288,4,Automatic,Front,4,left,Beige,4,10036,0
,MITSUBISHI,Pajero,2002,Jeep,0,CNG,3.0,174000,6,Tiptronic,4x4,4,right,Silver,2,11917,0
934.0,HYUNDAI,H1,2015,Minivan,1,Diesel,2.5,35463,4,Automatic,Front,4,left,Silver,4,30455,0
,HONDA,Elysion,2006,Minivan,0,Petrol,3.0,145000,6,Automatic,Front,4,right,White,8,60,0
,OPEL,Astra,1999,Hatchback,0,CNG,1.6,200000,4,Automatic,Front,4,left,Silver,4,6272,0
836.0,SSANGYONG,Actyon,2010,Jeep,1,Diesel,2.0,211344,4,Automatic,Front,4,left,White,4,11011,0
,HONDA,Elysion,2004,Minivan,0,LPG,3.0,165358,6,Automatic,Front,4,right,White,0,12540,0
,TOYOTA,Camry,2010,Sedan,1,Hybrid,1.8,180000,4,Automatic,Front,4,left,Black,6,12544,0
382.0,CHEVROLET,Volt,2017,Hatchback,1,Hybrid,1.5,81440,4,Automatic,Front,4,left,Black,0,784,0
,VOLKSWAGEN,Golf 4,2000,Hatchback,0,Petrol,1.6,195000,4,Manual,Front,4,left,Black,4,7840,0
,KIA,RIO,2016,Hatchback,0,Petrol,1.2,170000,4,Manual,Front,4,left,Silver,2,14426,0
1646.0,LEXUS,GX 460,2015,Jeep,1,Petrol,4.6,188078,8,Automatic,4x4,4,left,Black,0,73071,0
,TOYOTA,Aqua,2012,Hatchback,0,Petrol,1.5,158000,4,Automatic,Front,4,right,Silver,2,14269,0
475.0,CHEVROLET,Cruze sonic,2012,Sedan,1,Petrol,1.4,121000,4,Automatic,Front,4,left,Orange,8,12544,1
1515.0,CHEVROLET,Nubira,2005,Goods wagon,0,Petrol,1.8,127000,4,Manual,Front,4,left,Blue,3,4861,0
891.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,2.0,89747,4,Automatic,Front,4,left,Silver,12,2430,0
1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,2.5,44198,4,Automatic,Front,4,left,Silver,4,51517,0
1018.0,BMW,X5,2011,Jeep,1,Petrol,3.0,145000,6,Tiptronic,4x4,4,left,Black,12,30420,1
764.0,KIA,Optima,2016,Sedan,1,Diesel,1.7,30068,4,Automatic,Front,4,left,Black,4,32772,0
891.0,HONDA,Civic,2016,Sedan,1,Petrol,2.0,78222,4,Automatic,Front,4,left,Blue,12,5645,0
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,510853,4,Automatic,Front,4,left,Orange,4,9252,0
765.0,FORD,Focus TITANIUM,2015,Sedan,1,Petrol,2.0,102000,4,Tiptronic,Front,4,left,Grey,10,15681,0
,TOYOTA,Vitz,2005,Sedan,0,Petrol,1.5,135000,4,Automatic,Front,4,right,Grey,10,8467,0
1646.0,LEXUS,GX 460,2015,Jeep,1,Petrol,4.6,188078,8,Automatic,4x4,4,left,Black,0,73071,0
,PORSCHE,Cayenne,2012,Jeep,1,Petrol,3.6,99200,6,Tiptronic,4x4,4,left,Brown,12,58959,0
880.0,HYUNDAI,Elantra,2018,Sedan,1,Petrol,1.6,53871,4,Automatic,Front,4,left,White,4,33575,0
997.0,HYUNDAI,Santa FE,2014,Jeep,1,Petrol,3.3,165355,6,Automatic,Front,4,left,Black,12,5645,0
1017.0,MERCEDES-BENZ,GLA 250,2017,Jeep,1,Petrol,2.0,43651,4,Automatic,Front,4,left,Silver,0,47,0
1047.0,HYUNDAI,Elantra,2007,Sedan,1,Petrol,1.6,117771,4,Automatic,Front,4,left,Silver,4,11368,0
,OPEL,Vectra,1998,Sedan,0,Petrol,1.6,277545,4,Manual,Front,4,left,Red,4,5018,0
1249.0,NISSAN,Altima,2017,Sedan,1,Petrol,2.5,70907,4,Automatic,Front,4,left,Black,12,4077,0
1473.0,ACURA,TL,2010,Sedan,1,Petrol,3.7,280040,6,Automatic,4x4,4,left,White,12,1176,0
790.0,DAEWOO,Lacetti,2009,Sedan,1,Petrol,1.6,112282,4,Automatic,Front,4,left,Silver,4,5488,0
397.0,CHEVROLET,Matiz,2011,Sedan,1,Petrol,1.0,38799,4,Automatic,Front,4,left,Black,4,7213,0
1552.0,MAZDA,Axela,2015,Hatchback,1,Petrol,1.5,39000,4,Automatic,Front,4,right,Brown,6,15000,0
,FIAT,500,2013,Sedan,1,Petrol,1.4,112000,4,Manual,Front,2,left,White,5,11917,0
781.0,TOYOTA,Camry,2012,Sedan,1,Petrol,2.5,89000,4,Tiptronic,Front,4,left,White,12,23521,0
1405.0,BMW,X5 3.0,2009,Jeep,1,Petrol,3.0,170000,6,Tiptronic,4x4,4,left,Blue,8,21012,0
639.0,CHEVROLET,Captiva,2014,Jeep,1,Diesel,2.0,53528,4,Automatic,Front,4,left,Black,4,37611,0
585.0,TOYOTA,Prius,2013,Sedan,1,Hybrid,1.8,180000,4,Tiptronic,Front,4,left,Silver,0,15681,0
,VOLKSWAGEN,Golf,2001,Sedan,1,Diesel,1.9,200000,4,Manual,Front,4,left,Silver,4,7213,1
640.0,FORD,Fusion,2013,Sedan,1,Hybrid,2.0,320554,4,Automatic,Front,4,left,White,0,4077,0
1077.0,TOYOTA,Century,2019,Jeep,1,Petrol,2.0,10610,4,Automatic,Front,4,left,Silver,12,470,0
585.0,MERCEDES-BENZ,C 250,2013,Sedan,1,Petrol,1.8,156477,4,Automatic,Rear,4,left,White,12,1019,0
761.0,CHEVROLET,Lacetti,2010,Sedan,1,Petrol,1.8,118875,4,Automatic,Front,4,left,Grey,4,9512,0
639.0,VOLKSWAGEN,Scirocco,2014,Sedan,1,Petrol,2.0,88733,4,Automatic,Front,4,left,Black,12,6429,0
836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,2.0,52997,4,Automatic,Front,4,left,Silver,4,14897,0
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,389338,4,Automatic,Front,4,left,Orange,4,9252,0
836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,2.0,179767,4,Automatic,Front,4,left,Grey,4,16443,0
,MERCEDES-BENZ,320,2000,Sedan,1,Petrol,3.2,25500,4,Automatic,Rear,4,left,Black,6,13485,0
1079.0,HYUNDAI,Sonata,2018,Sedan,1,Petrol,2.0,41895,4,Automatic,Front,4,left,White,4,73034,0
1148.0,SUZUKI,Swift,2011,Hatchback,0,Petrol,1.2,98000,4,Automatic,Front,4,right,Black,2,8500,0
761.0,TOYOTA,Prius,2010,Sedan,1,Hybrid,1.8,231003,4,Automatic,Front,4,left,Golden,10,12388,0
707.0,HYUNDAI,Genesis,2011,Coupe,1,Petrol,2.0,112387,4,Automatic,Front,4,left,Grey,4,15991,0
530.0,HYUNDAI,Elantra,2013,Sedan,1,Petrol,1.6,48088,4,Automatic,Front,4,left,Grey,4,25591,0
,MERCEDES-BENZ,Smart,2001,Coupe,0,Petrol,0.6,126000,3,Tiptronic,Rear,2,left,Silver,6,6272,1
761.0,TOYOTA,Prius,2010,Jeep,1,Hybrid,1.8,408997,4,Automatic,Front,4,left,White,12,470,0
1148.0,NISSAN,March,2011,Hatchback,0,Petrol,1.2,58000,4,Automatic,Front,4,right,Silver,2,6700,0
645.0,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,32974,4,Automatic,Front,4,left,Silver,0,470,0
584.0,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,88000,4,Automatic,Front,4,left,Grey,8,17249,0
690.0,TOYOTA,Yaris,2016,Hatchback,1,Petrol,1.5,132528,4,Automatic,Front,4,left,Silver,12,1098,0
,OPEL,Astra,1999,Goods wagon,0,CNG,1.6,151692,4,Manual,Front,4,left,Black,6,7527,0
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,149935,4,Automatic,Front,4,left,Black,4,14454,0
,HYUNDAI,Elantra,2013,Sedan,0,Petrol,1.8,156800,4,Automatic,Front,4,left,Blue,12,17876,0
934.0,MAZDA,CX-5,2015,Jeep,0,Petrol,2.5,140000,4,Tiptronic,4x4,4,left,Grey,6,29793,0
645.0,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.8,173877,4,Automatic,Front,4,left,Grey,4,11274,0
,FORD,Transit,2004,Microbus,0,Diesel,2.4,180000,4,Manual,Rear,4,left,White,2,16621,1
,PORSCHE,Cayenne,2012,Jeep,1,Petrol,3.6,111000,6,Tiptronic,4x4,4,left,Grey,12,61154,0
642.0,FORD,C-MAX,2012,Hatchback,0,Hybrid,2.0,94408,4,Automatic,Front,4,left,Black,8,16935,0
764.0,CHEVROLET,Orlando,2015,Jeep,1,Petrol,2.0,34328,4,Automatic,Front,4,left,Grey,4,13956,0
,NISSAN,Tiida,2005,Sedan,0,LPG,1.5,243075,4,Automatic,Front,4,left,Golden,0,10349,1
,PORSCHE,Panamera,2010,Sedan,1,Petrol,4.8,57000,6,Tiptronic,Rear,4,left,White,12,75266,0
,TOYOTA,Prius,2012,Sedan,0,Petrol,1.8,123000,4,Automatic,Front,4,left,Grey,6,18817,0
915.0,AUDI,A7,2014,Hatchback,1,Petrol,3.0,0,6,Automatic,4x4,4,left,Black,0,11290,0
289.0,FORD,Escape,2008,Sedan,1,Hybrid,0.4,209843,4,Automatic,Front,4,left,Grey,0,188,0
753.0,KIA,Optima,2012,Sedan,0,Petrol,2.4,178892,4,Automatic,Front,4,left,Silver,8,8154,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.0,273186,6,Automatic,Rear,4,left,White,12,9879,0
,BMW,328,1999,Sedan,1,Petrol,2.8,9401,6,Tiptronic,Rear,4,left,Silver,8,7213,0
,BMW,745 i,2002,Sedan,1,Petrol,4.4,182000,8,Tiptronic,Rear,4,right,Silver,12,10976,0
,HONDA,FIT,2007,Hatchback,0,Petrol,1.3,129000,4,Automatic,Front,4,right,Black,6,9408,0
1249.0,TOYOTA,Camry SE,2017,Sedan,1,Petrol,2.5,54000,4,Tiptronic,Front,4,left,Black,12,25086,0
707.0,AUDI,A3,2011,Hatchback,1,Petrol,2.0,145600,4,Manual,Front,4,left,Black,8,19444,1
1493.0,MERCEDES-BENZ,E 350,2016,Sedan,1,Diesel,3.5,77205,6,Automatic,Rear,4,left,Grey,12,1568,0
1156.0,FORD,Explorer,2017,Jeep,1,Petrol,2.3,87688,4,Automatic,Front,4,left,Grey,12,8154,0
2820.0,BENTLEY,Mulsanne,2016,Sedan,1,Petrol,6.8,6189,8,Automatic,Rear,4,left,Black,12,175622,0
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,71466,4,Automatic,Front,4,left,White,4,11262,0
1832.0,MERCEDES-BENZ,Vito,2005,Minivan,0,Diesel,2.2,223000,4,Manual,Rear,4,left,Green,2,12544,1
1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,238546,6,Automatic,4x4,4,left,Black,12,11133,0
,BMW,320 I,2004,Sedan,1,Petrol,2.2,118000,8,Tiptronic,Front,4,right,Silver,5,10036,0
707.0,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2.0,124718,4,Automatic,Front,4,left,White,4,24029,0
770.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,1.7,129816,4,Automatic,Front,4,left,Grey,4,38445,0
1935.0,LEXUS,GX 460,2016,Jeep,1,Petrol,4.6,155976,8,Automatic,4x4,4,left,White,0,31988,0
,HYUNDAI,Elantra,2017,Sedan,0,Petrol,2.0,38400,4,Automatic,Front,4,left,Red,6,21953,0
642.0,HYUNDAI,Sonata,2012,Sedan,1,Petrol,2.0,165892,4,Automatic,Front,4,left,Black,4,14454,0
,HONDA,Stream,2004,Minivan,0,Petrol,1.7,0,4,Automatic,Front,4,right,Silver,4,6899,0
1083.0,CADILLAC,SRX,2013,Jeep,1,Petrol,3.6,126043,6,Automatic,Front,4,left,Black,12,3293,0
1079.0,CHEVROLET,Orlando,2018,Jeep,1,LPG,2.0,33000,4,Automatic,Front,4,left,Silver,4,47408,0
,HONDA,FIT,2007,Hatchback,0,Petrol,1.3,87000,4,Automatic,Front,4,right,Black,5,45,0
,OPEL,Combo,2004,Goods wagon,0,Diesel,1.7,20000,4,Manual,Front,2,left,Blue,0,7840,1
,TOYOTA,Prius,2010,Sedan,0,Hybrid,1.8,102000,4,Variator,Front,4,left,White,10,17249,0
586.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.8,149000,4,Tiptronic,Front,4,left,Black,12,6272,0
642.0,HYUNDAI,Tucson,2012,Jeep,1,Diesel,2.0,148794,4,Automatic,Front,4,left,White,4,23104,0
